DIRECTORIO,PER,PERIODO,MES,DPTO,P3271,P6040,P6080,P3042,P7495,RAMA2D_R4
8038243,2024,20241252,12,15,1,41,6,6.0,2,24.0
8038243,2024,20241252,12,15,1,41,6,6.0,2,47.0
8038243,2024,20241252,12,15,1,41,6,6.0,2,24.0
8038243,2024,20241252,12,15,1,41,6,6.0,2,47.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,47.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,47.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,43,6,10.0,2,47.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,47.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,47.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,24.0
8038243,2024,20241252,12,15,2,20,6,10.0,2,47.0
8038244,2024,20241252,12,15,1,44,6,10.0,2,36.0
8038244,2024,20241252,12,15,1,44,6,10.0,2,36.0
8038244,2024,20241252,12,15,2,38,6,10.0,2,36.0
8038244,2024,20241252,12,15,2,38,6,10.0,2,36.0
8038244,2024,20241252,12,15,2,10,6,3.0,2,36.0
8038244,2024,20241252,12,15,2,10,6,3.0,2,36.0
8038244,2024,20241252,12,15,2,7,6,3.0,2,36.0
8038244,2024,20241252,12,15,2,7,6,3.0,2,36.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,47,6,5.0,2,85.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,49.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,85.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,49.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,85.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,49.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,85.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,49.0
8038245,2024,20241252,12,15,2,43,6,8.0,2,85.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,49.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,85.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,49.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,85.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,49.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,85.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,49.0
8038245,2024,20241252,12,15,2,22,6,10.0,2,85.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,85.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,49.0
8038245,2024,20241252,12,15,1,17,6,5.0,2,85.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,49.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,85.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,49.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,85.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,49.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,85.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,49.0
8038245,2024,20241252,12,15,2,5,6,2.0,2,85.0
8038246,2024,20241252,12,15,2,63,6,10.0,1,
8038247,2024,20241252,12,15,1,60,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,60,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,60,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,60,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,60,6,5.0,2,85.0
8038247,2024,20241252,12,15,2,55,6,3.0,2,85.0
8038247,2024,20241252,12,15,2,55,6,3.0,2,85.0
8038247,2024,20241252,12,15,2,55,6,3.0,2,85.0
8038247,2024,20241252,12,15,2,55,6,3.0,2,85.0
8038247,2024,20241252,12,15,2,55,6,3.0,2,85.0
8038247,2024,20241252,12,15,1,27,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,27,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,27,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,27,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,27,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,22,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,22,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,22,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,22,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,22,6,10.0,2,85.0
8038247,2024,20241252,12,15,1,15,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,15,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,15,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,15,6,5.0,2,85.0
8038247,2024,20241252,12,15,1,15,6,5.0,2,85.0
8038248,2024,20241252,12,15,1,52,6,3.0,2,56.0
8038248,2024,20241252,12,15,1,52,6,3.0,2,47.0
8038248,2024,20241252,12,15,1,52,6,3.0,2,56.0
8038248,2024,20241252,12,15,1,52,6,3.0,2,47.0
8038248,2024,20241252,12,15,2,54,6,10.0,2,56.0
8038248,2024,20241252,12,15,2,54,6,10.0,2,47.0
8038248,2024,20241252,12,15,2,54,6,10.0,2,56.0
8038248,2024,20241252,12,15,2,54,6,10.0,2,47.0
8038249,2024,20241252,12,15,2,37,6,10.0,2,85.0
8038249,2024,20241252,12,15,2,37,6,10.0,2,85.0
8038249,2024,20241252,12,15,1,16,6,5.0,2,85.0
8038249,2024,20241252,12,15,1,16,6,5.0,2,85.0
8038250,2024,20241252,12,15,1,69,6,3.0,1,
8038250,2024,20241252,12,15,1,69,6,3.0,2,
8038250,2024,20241252,12,15,1,69,6,3.0,2,
8038250,2024,20241252,12,15,2,66,6,3.0,1,
8038250,2024,20241252,12,15,2,66,6,3.0,2,
8038250,2024,20241252,12,15,2,66,6,3.0,2,
8038250,2024,20241252,12,15,1,50,6,5.0,1,
8038250,2024,20241252,12,15,1,50,6,5.0,2,
8038250,2024,20241252,12,15,1,50,6,5.0,2,
8038251,2024,20241252,12,15,2,94,6,3.0,1,97.0
8038251,2024,20241252,12,15,2,94,6,3.0,2,97.0
8038251,2024,20241252,12,15,2,27,6,10.0,1,97.0
8038251,2024,20241252,12,15,2,27,6,10.0,2,97.0
8038252,2024,20241252,12,15,1,58,6,3.0,2,97.0
8038252,2024,20241252,12,15,1,58,6,3.0,2,97.0
8038252,2024,20241252,12,15,2,63,6,4.0,2,97.0
8038252,2024,20241252,12,15,2,63,6,4.0,2,97.0
8038253,2024,20241252,12,15,1,79,6,3.0,1,
8038253,2024,20241252,12,15,1,79,6,3.0,2,
8038253,2024,20241252,12,15,1,79,6,3.0,2,
8038253,2024,20241252,12,15,1,79,6,3.0,2,
8038253,2024,20241252,12,15,2,73,6,3.0,1,
8038253,2024,20241252,12,15,2,73,6,3.0,2,
8038253,2024,20241252,12,15,2,73,6,3.0,2,
8038253,2024,20241252,12,15,2,73,6,3.0,2,
8038253,2024,20241252,12,15,2,45,6,8.0,1,
8038253,2024,20241252,12,15,2,45,6,8.0,2,
8038253,2024,20241252,12,15,2,45,6,8.0,2,
8038253,2024,20241252,12,15,2,45,6,8.0,2,
8038253,2024,20241252,12,15,1,19,6,5.0,1,
8038253,2024,20241252,12,15,1,19,6,5.0,2,
8038253,2024,20241252,12,15,1,19,6,5.0,2,
8038253,2024,20241252,12,15,1,19,6,5.0,2,
8038253,2024,20241252,12,15,1,14,6,4.0,1,
8038253,2024,20241252,12,15,1,14,6,4.0,2,
8038253,2024,20241252,12,15,1,14,6,4.0,2,
8038253,2024,20241252,12,15,1,14,6,4.0,2,
8038254,2024,20241252,12,15,1,66,6,3.0,1,56.0
8038254,2024,20241252,12,15,1,66,6,3.0,1,1.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,1.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,1.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,66,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,59,6,3.0,1,56.0
8038254,2024,20241252,12,15,2,59,6,3.0,1,1.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,59,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,34,6,5.0,1,56.0
8038254,2024,20241252,12,15,2,34,6,5.0,1,1.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,56.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,1.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,56.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,1.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,56.0
8038254,2024,20241252,12,15,2,34,6,5.0,2,1.0
8038254,2024,20241252,12,15,1,44,6,5.0,1,56.0
8038254,2024,20241252,12,15,1,44,6,5.0,1,1.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,56.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,1.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,56.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,1.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,56.0
8038254,2024,20241252,12,15,1,44,6,5.0,2,1.0
8038254,2024,20241252,12,15,2,13,6,4.0,1,56.0
8038254,2024,20241252,12,15,2,13,6,4.0,1,1.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,56.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,1.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,56.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,1.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,56.0
8038254,2024,20241252,12,15,2,13,6,4.0,2,1.0
8038254,2024,20241252,12,15,2,8,6,3.0,1,56.0
8038254,2024,20241252,12,15,2,8,6,3.0,1,1.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,2,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,4,6,2.0,1,56.0
8038254,2024,20241252,12,15,2,4,6,2.0,1,1.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,56.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,1.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,56.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,1.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,56.0
8038254,2024,20241252,12,15,2,4,6,2.0,2,1.0
8038254,2024,20241252,12,15,1,8,6,3.0,1,56.0
8038254,2024,20241252,12,15,1,8,6,3.0,1,1.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,56.0
8038254,2024,20241252,12,15,1,8,6,3.0,2,1.0
8038254,2024,20241252,12,15,2,2,6,,1,56.0
8038254,2024,20241252,12,15,2,2,6,,1,1.0
8038254,2024,20241252,12,15,2,2,6,,2,56.0
8038254,2024,20241252,12,15,2,2,6,,2,1.0
8038254,2024,20241252,12,15,2,2,6,,2,56.0
8038254,2024,20241252,12,15,2,2,6,,2,1.0
8038254,2024,20241252,12,15,2,2,6,,2,56.0
8038254,2024,20241252,12,15,2,2,6,,2,1.0
8038255,2024,20241252,12,15,2,67,6,5.0,1,
8038256,2024,20241252,12,15,1,77,6,3.0,1,1.0
8038256,2024,20241252,12,15,1,77,6,3.0,2,1.0
8038256,2024,20241252,12,15,1,43,6,6.0,1,1.0
8038256,2024,20241252,12,15,1,43,6,6.0,2,1.0
8038257,2024,20241252,12,15,2,38,6,12.0,2,70.0
8038257,2024,20241252,12,15,2,38,6,12.0,2,15.0
8038257,2024,20241252,12,15,2,38,6,12.0,2,70.0
8038257,2024,20241252,12,15,2,38,6,12.0,2,15.0
8038257,2024,20241252,12,15,1,38,6,8.0,2,70.0
8038257,2024,20241252,12,15,1,38,6,8.0,2,15.0
8038257,2024,20241252,12,15,1,38,6,8.0,2,70.0
8038257,2024,20241252,12,15,1,38,6,8.0,2,15.0
8038258,2024,20241252,12,15,1,71,6,1.0,1,
8038258,2024,20241252,12,15,1,71,6,1.0,2,
8038258,2024,20241252,12,15,2,76,6,3.0,1,
8038258,2024,20241252,12,15,2,76,6,3.0,2,
8038259,2024,20241252,12,15,1,67,6,5.0,1,
8038259,2024,20241252,12,15,1,67,6,5.0,2,
8038259,2024,20241252,12,15,1,67,6,5.0,2,
8038259,2024,20241252,12,15,2,62,6,5.0,1,
8038259,2024,20241252,12,15,2,62,6,5.0,2,
8038259,2024,20241252,12,15,2,62,6,5.0,2,
8038259,2024,20241252,12,15,2,17,6,5.0,1,
8038259,2024,20241252,12,15,2,17,6,5.0,2,
8038259,2024,20241252,12,15,2,17,6,5.0,2,
8038260,2024,20241252,12,15,2,45,6,10.0,2,85.0
8038260,2024,20241252,12,15,2,45,6,10.0,2,85.0
8038260,2024,20241252,12,15,1,20,6,10.0,2,85.0
8038260,2024,20241252,12,15,1,20,6,10.0,2,85.0
8038260,2024,20241252,12,15,1,11,6,4.0,2,85.0
8038260,2024,20241252,12,15,1,11,6,4.0,2,85.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,2,37,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,1,18,6,10.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,2,17,6,6.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038261,2024,20241252,12,15,1,16,6,4.0,2,56.0
8038262,2024,20241252,12,15,1,42,6,8.0,2,84.0
8038262,2024,20241252,12,15,1,42,6,8.0,2,96.0
8038262,2024,20241252,12,15,1,42,6,8.0,2,84.0
8038262,2024,20241252,12,15,1,42,6,8.0,2,96.0
8038262,2024,20241252,12,15,2,30,6,5.0,2,84.0
8038262,2024,20241252,12,15,2,30,6,5.0,2,96.0
8038262,2024,20241252,12,15,2,30,6,5.0,2,84.0
8038262,2024,20241252,12,15,2,30,6,5.0,2,96.0
8038262,2024,20241252,12,15,1,6,6,3.0,2,84.0
8038262,2024,20241252,12,15,1,6,6,3.0,2,96.0
8038262,2024,20241252,12,15,1,6,6,3.0,2,84.0
8038262,2024,20241252,12,15,1,6,6,3.0,2,96.0
8038262,2024,20241252,12,15,1,1,6,,2,84.0
8038262,2024,20241252,12,15,1,1,6,,2,96.0
8038262,2024,20241252,12,15,1,1,6,,2,84.0
8038262,2024,20241252,12,15,1,1,6,,2,96.0
8038263,2024,20241252,12,15,2,33,6,4.0,2,
8038263,2024,20241252,12,15,1,14,6,4.0,2,
8038263,2024,20241252,12,15,2,7,6,3.0,2,
8038264,2024,20241252,12,15,1,23,6,5.0,2,42.0
8038264,2024,20241252,12,15,1,23,6,5.0,2,42.0
8038264,2024,20241252,12,15,1,23,6,5.0,2,42.0
8038264,2024,20241252,12,15,2,18,6,4.0,2,42.0
8038264,2024,20241252,12,15,2,18,6,4.0,2,42.0
8038264,2024,20241252,12,15,2,18,6,4.0,2,42.0
8038264,2024,20241252,12,15,1,0,6,,2,42.0
8038264,2024,20241252,12,15,1,0,6,,2,42.0
8038264,2024,20241252,12,15,1,0,6,,2,42.0
8038264,2024,20241252,12,15,2,16,6,4.0,2,42.0
8038264,2024,20241252,12,15,2,16,6,4.0,2,42.0
8038264,2024,20241252,12,15,2,16,6,4.0,2,42.0
8038265,2024,20241252,12,15,2,41,6,5.0,2,97.0
8038265,2024,20241252,12,15,2,41,6,5.0,2,97.0
8038265,2024,20241252,12,15,2,41,6,5.0,2,97.0
8038265,2024,20241252,12,15,2,19,6,8.0,2,97.0
8038265,2024,20241252,12,15,2,19,6,8.0,2,97.0
8038265,2024,20241252,12,15,2,19,6,8.0,2,97.0
8038265,2024,20241252,12,15,2,16,6,4.0,2,97.0
8038265,2024,20241252,12,15,2,16,6,4.0,2,97.0
8038265,2024,20241252,12,15,2,16,6,4.0,2,97.0
8038265,2024,20241252,12,15,1,14,6,4.0,2,97.0
8038265,2024,20241252,12,15,1,14,6,4.0,2,97.0
8038265,2024,20241252,12,15,1,14,6,4.0,2,97.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,45.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,45.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,45.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,45.0
8038266,2024,20241252,12,15,1,48,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,45.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,45.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,45.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,45.0
8038266,2024,20241252,12,15,2,33,6,3.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,45.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,45.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,45.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,45.0
8038266,2024,20241252,12,15,1,17,6,5.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,45.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,45.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,45.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,45.0
8038266,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,84.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,85.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,86.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,84.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,85.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,86.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,84.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,85.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,86.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,84.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,85.0
8038267,2024,20241252,12,15,1,36,6,10.0,2,86.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,84.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,85.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,86.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,84.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,85.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,86.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,84.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,85.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,86.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,84.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,85.0
8038267,2024,20241252,12,15,2,57,6,4.0,2,86.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,84.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,85.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,86.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,84.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,85.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,86.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,84.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,85.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,86.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,84.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,85.0
8038267,2024,20241252,12,15,1,59,6,4.0,2,86.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,84.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,85.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,86.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,84.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,85.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,86.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,84.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,85.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,86.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,84.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,85.0
8038267,2024,20241252,12,15,2,32,6,11.0,2,86.0
8038268,2024,20241252,12,15,1,39,6,5.0,2,
8038268,2024,20241252,12,15,1,39,6,5.0,2,
8038268,2024,20241252,12,15,1,39,6,5.0,2,
8038268,2024,20241252,12,15,2,65,6,3.0,2,
8038268,2024,20241252,12,15,2,65,6,3.0,2,
8038268,2024,20241252,12,15,2,65,6,3.0,2,
8038268,2024,20241252,12,15,1,53,6,5.0,2,
8038268,2024,20241252,12,15,1,53,6,5.0,2,
8038268,2024,20241252,12,15,1,53,6,5.0,2,
8038269,2024,20241252,12,15,1,90,6,3.0,2,
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,1,26,6,5.0,2,1.0
8038270,2024,20241252,12,15,2,21,6,5.0,2,1.0
8038270,2024,20241252,12,15,2,21,6,5.0,2,1.0
8038270,2024,20241252,12,15,2,21,6,5.0,2,1.0
8038270,2024,20241252,12,15,2,21,6,5.0,2,1.0
